#file,rigging_db.csv
version,rev56
id,section,en,it,es,vanguard,victory,agamemnon,bounty,diana
191,98-90 guns,MAIN TOPMAST,Burton Pendants,Pendenti Burton di gabbia maestra,,15,1,5.50,7.50,44.47,Tavola Steel 1794 p.15 fornita dall'utente,MAIN TOPMAST — Burton Pendants,,,1827,1931
192,98-90 guns,MAIN TOPMAST,Shrouds fine,Sartie di gabbia maestra,,15,4,7,123,56.60,Tavola Steel 1794 p.15 fornita dall'utente,MAIN TOPMAST — Shrouds fine,,,1827,1931
193,98-90 guns,MAIN TOPMAST,Standing Backstays fine,Paterazzi fissi di gabbia maestra,,15,3,7,154,56.60,Tavola Steel 1794 p.15 fornita dall'utente,MAIN TOPMAST — Standing Backstays fine,,,1827,1931
194,98-90 guns,MAIN TOPMAST,Breast Backstay Runners,Corridori paterazzi laterali di gabbia,,15,2,5,9,40.43,Tavola Steel 1794 p.15 fornita dall'utente,MAIN TOPMAST — Breast Backstay Runners,,,1827,1931
195,98-90 guns,MAIN TOPMAST,Stay cabled 4 strands fine,Strallo di gabbia maestra,,15,,8.50,24,68.72,Tavola Steel 1794 p.15 fornita dall'utente,MAIN TOPMAST — Stay cabled 4 strands fine,,,1827,1931
196,98-90 guns,MAIN TOPMAST,Preventer stay cabled 4 strands fine,Controstrallo di gabbia maestra,,15,,6.50,23.50,52.55,Tavola Steel 1794 p.15 fornita dall'utente,MAIN TOPMAST — Preventer stay cabled 4 strands fine,,,1827,1931
197,98-90 guns,MAIN TOPMAST,Shifting Backstays fine,Paterazzi volanti di gabbia maestra,,15,1,7,48,56.60,Tavola Steel 1794 p.15 fornita dall'utente,MAIN TOPMAST — Shifting Backstays fine,,,1827,1931
198,98-90 guns,MAIN TOPMAST,Futtock Shrouds fine,Sartie di coffa di gabbia maestra,,15,4,7,48,56.60,Tavola Steel 1794 p.15 fornita dall'utente,MAIN TOPMAST — Futtock Shrouds fine,,,1827,1931
199,98-90 guns,MAIN TOPMAST,Top Rope Pendants fine,Pendenti top-rope di gabbia maestra,,15,2,9,44,72.77,Tavola Steel 1794 p.15 fornita dall'utente,MAIN TOPMAST — Top Rope Pendants fine,,,1827,1931
200,98-90 guns,MAIN TOPGALLANT,Shrouds,Sartie di velaccio maestro,,16,3,4,85,32.34,Tavola Steel 1794 p.16 fornita dall'utente,MAIN TOPGALLANT — Shrouds,,,1827,1931
201,98-90 guns,MAIN TOPGALLANT,Standing Backstays,Paterazzi fissi di velaccio maestro,,16,2,4,98,32.34,Tavola Steel 1794 p.16 fornita dall'utente,MAIN TOPGALLANT — Standing Backstays,,,1827,1931
202,98-90 guns,MAIN TOPGALLANT,Stay cabled 4 strands,Strallo di velaccio maestro,,16,,4,25,32.34,Tavola Steel 1794 p.16 fornita dall'utente,MAIN TOPGALLANT — Stay cabled 4 strands,,,1827,1931
203,98-90 guns,MIZEN MAST,Woolding,Cerchiatura dell'albero di mezzana,,17,,3,162,24.26,Tavola Steel 1794 p.17 fornita dall'utente,MIZEN MAST — Woolding,,,1827,1931
204,98-90 guns,MIZEN MAST,Girdlings,Girdlings di mezzana,,17,2,3.50,66,28.30,Tavola Steel 1794 p.17 fornita dall'utente,MIZEN MAST — Girdlings,,,1827,1931
205,98-90 guns,MIZEN MAST,Shrouds fine,Sartie di mezzana,,17,5,7,105,56.60,Tavola Steel 1794 p.17 fornita dall'utente,MIZEN MAST — Shrouds fine,,,1827,1931
206,98-90 guns,MIZEN MAST,Ratling,Griselle di mezzana,,17,,1,182,8.09,Tavola Steel 1794 p.17 fornita dall'utente,MIZEN MAST — Ratling,,,1827,1931
207,98-90 guns,MIZEN TOPMAST,Shrouds fine,Sartie di contromezzana,,17,3,4.50,56,36.38,Tavola Steel 1794 p.17 fornita dall'utente,MIZEN TOPMAST — Shrouds fine,,,1827,1931
208,98-90 guns,MIZEN TOPMAST,Standing Backstays fine,Paterazzi fissi di contromezzana,,17,1,4.50,59,36.38,Tavola Steel 1794 p.17 fornita dall'utente,MIZEN TOPMAST — Standing Backstays fine,,,1827,1931
209,98-90 guns,MIZEN TOPMAST,Stay cabled 4 strands fine,Strallo di contromezzana,,17,,4,16,32.34,Tavola Steel 1794 p.17 fornita dall'utente,MIZEN TOPMAST — Stay cabled 4 strands fine,,,1827,1931
210,98-90 guns,MIZEN TOPGALLANT,Shrouds,Sartie di belvedere,,18,2,2.50,39,20.21,Tavola Steel 1794 p.18 fornita dall'utente,MIZEN TOPGALLANT — Shrouds,,,1827,1931
211,98-90 guns,MIZEN TOPGALLANT,Backstays,Paterazzi di belvedere,,18,1,3,36,24.26,Tavola Steel 1794 p.18 fornita dall'utente,MIZEN TOPGALLANT — Backstays,,,1827,1931
212,98-90 guns,MIZEN TOPGALLANT,Stay,Strallo di belvedere,,18,,2.50,16,20.21,Tavola Steel 1794 p.18 fornita dall'utente,MIZEN TOPGALLANT — Stay,,,1827,1931
213,98-90 guns,NECESSARY ROPES,Viol Cabled,Viol / grande cavo di tonneggio,,18,,13.50,46,109.15,Tavola Steel 1794 p.18 fornita dall'utente,NECESSARY ROPES — Viol Cabled,,,1827,1931
214,98-90 guns,NECESSARY ROPES,Cat Falls,Cavi di caponatura dell'ancora,,18,2,5.50,124,44.47,Tavola Steel 1794 p.18 fornita dall'utente,NECESSARY ROPES — Cat Falls,,,1827,1931
215,98-90 guns,NECESSARY ROPES,Fish Tackle Pendant,Pendante del paranco di pescaggio dell'ancora,,18,,9.50,15,76.81,Tavola Steel 1794 p.18 fornita dall'utente,NECESSARY ROPES — Fish Tackle Pendant,,,1827,1931
216,80 guns,BOWSPRIT,Woolding,BOMPRESSO — Cerchiatura/legatura del bompresso,,21,,3.50,,28.30,021-ShipOf80Guns.jpg,BOWSPRIT — Woolding,,,1615,1615
217,80 guns,BOWSPRIT,Gammonings,BOMPRESSO — Legature (gammoning) del bompresso,,21,,8,,64.68,021-ShipOf80Guns.jpg,BOWSPRIT — Gammonings,,,1615,1615
218,80 guns,BOWSPRIT,"Shrouds, fine",BOMPRESSO — Briglie/sartie del bompresso,,21,,7.50,,60.64,021-ShipOf80Guns.jpg,"BOWSPRIT — Shrouds, fine",,,1615,1615
219,80 guns,BOWSPRIT,"Bobstays, cabled fine",BOMPRESSO — Stragli inferiori del bompresso (bobstays),,21,,8,,64.68,021-ShipOf80Guns.jpg,"BOWSPRIT — Bobstays, cabled fine",,,1615,1615
220,80 guns,SPRITSAIL,Braces,CIVADA — Bracci del pennone di civada,,21,,3.50,,28.30,021-ShipOf80Guns.jpg,SPRITSAIL — Braces,,,1615,1615
221,80 guns,SPRITSAIL,Lifts,CIVADA — Amantigli del pennone di civada,,21,,3.50,,28.30,021-ShipOf80Guns.jpg,SPRITSAIL — Lifts,,,1615,1615
222,80 guns,SPRITSAIL,Halliard,CIVADA — Drizza del pennone di civada,,21,,3.50,,28.30,021-ShipOf80Guns.jpg,SPRITSAIL — Halliard,,,1615,1615
223,80 guns,SPRITSAIL,Clew-lines,CIVADA — Imbrogli della civada,,21,,2.50,,20.21,021-ShipOf80Guns.jpg,SPRITSAIL — Clew-lines,,,1615,1615
224,80 guns,SPRITSAIL,Buntlines,CIVADA — Caricaboline della civada,,21,,2,,16.17,021-ShipOf80Guns.jpg,SPRITSAIL — Buntlines,,,1615,1615
225,80 guns,SPRITSAIL,"Sheets, cabled single",CIVADA — Scotte della civada,,21,,4.50,,36.38,021-ShipOf80Guns.jpg,"SPRITSAIL — Sheets, cabled single",,,1615,1615
226,80 guns,FORE MAST,"Shrouds, cabled fine",ALBERO DI TRINCHETTO — Sartie di trinchetto,,22,,10.50,,84.89,022-ShipOf80Guns.jpg,"FORE MAST — Shrouds, cabled fine",,,1615,1615
227,80 guns,FORE MAST,Ratling,ALBERO DI TRINCHETTO — Griselle di trinchetto,,22,,1.50,,12.13,022-ShipOf80Guns.jpg,FORE MAST — Ratling,,,1615,1615
228,80 guns,FORE MAST,"Stay, cabled fine 4 strands",ALBERO DI TRINCHETTO — Strallo di trinchetto,,22,,16.50,,133.40,022-ShipOf80Guns.jpg,"FORE MAST — Stay, cabled fine 4 strands",,,1615,1615
229,80 guns,FORE MAST,"Preventer stay, cabled 4 strands fine",ALBERO DI TRINCHETTO — Controstrallo di trinchetto,,22,,10.50,,84.89,022-ShipOf80Guns.jpg,"FORE MAST — Preventer stay, cabled 4 strands fine",,,1615,1615
230,80 guns,FORE MAST,Catharpin legs,ALBERO DI TRINCHETTO — Catarpine di trinchetto,,22,,6.50,,52.55,022-ShipOf80Guns.jpg,FORE MAST — Catharpin legs,,,1615,1615
231,80 guns,FORE MAST,Jeers — tye,ALBERO DI TRINCHETTO — Jeers/drizza del pennone di trinchetto,,22,,7,,56.60,022-ShipOf80Guns.jpg,FORE MAST — Jeers — tye,,,1615,1615
232,80 guns,FORE MAST,Yard tackle pendants,ALBERO DI TRINCHETTO — Pendenti dei paranchi del pennone di trinchetto,,22,,7,,56.60,022-ShipOf80Guns.jpg,FORE MAST — Yard tackle pendants,,,1615,1615
233,80 guns,FORE MAST,Braces,ALBERO DI TRINCHETTO — Bracci del pennone di trinchetto,,22,,4,,32.34,022-ShipOf80Guns.jpg,FORE MAST — Braces,,,1615,1615
234,80 guns,FORE MAST,Brace pendants,ALBERO DI TRINCHETTO — Pendenti dei bracci di trinchetto,,22,,5,,40.43,022-ShipOf80Guns.jpg,FORE MAST — Brace pendants,,,1615,1615
235,80 guns,FORE TOPMAST,Burton pendants,ALBERETTO DI PARROCCHETTO — Pendenti Burton di parrocchetto,,23,,5,,40.43,023-ShipOf80Guns.jpg,FORE TOPMAST — Burton pendants,,,1615,1615
236,80 guns,FORE TOPMAST,"Shrouds, fine",ALBERETTO DI PARROCCHETTO — Sartie di parrocchetto,,23,,6.50,,52.55,023-ShipOf80Guns.jpg,"FORE TOPMAST — Shrouds, fine",,,1615,1615
237,80 guns,FORE TOPMAST,Ratling,ALBERETTO DI PARROCCHETTO — Griselle di parrocchetto,,23,,1,,8.09,023-ShipOf80Guns.jpg,FORE TOPMAST — Ratling,,,1615,1615
238,80 guns,FORE TOPMAST,"Standing backstays, fine",ALBERETTO DI PARROCCHETTO — Paterazzi fissi di parrocchetto,,23,,6.50,,52.55,023-ShipOf80Guns.jpg,"FORE TOPMAST — Standing backstays, fine",,,1615,1615
239,80 guns,FORE TOPMAST,Breast backstay runners,ALBERETTO DI PARROCCHETTO — Corridori dei paterazzi laterali di parrocchetto,,23,,4.50,,36.38,023-ShipOf80Guns.jpg,FORE TOPMAST — Breast backstay runners,,,1615,1615
240,80 guns,FORE TOPMAST,"Stay, cabled 4 strands fine",ALBERETTO DI PARROCCHETTO — Strallo di parrocchetto,,23,,8,,64.68,023-ShipOf80Guns.jpg,"FORE TOPMAST — Stay, cabled 4 strands fine",,,1615,1615
241,80 guns,FORE TOPMAST,"Preventer stay, cabled 4 strands fine",ALBERETTO DI PARROCCHETTO — Controstrallo di parrocchetto,,23,,6,,48.51,023-ShipOf80Guns.jpg,"FORE TOPMAST — Preventer stay, cabled 4 strands fine",,,1615,1615
242,80 guns,FORE TOPMAST,"Shifting backstays, fine",ALBERETTO DI PARROCCHETTO — Paterazzi volanti di parrocchetto,,23,,6.50,,52.55,023-ShipOf80Guns.jpg,"FORE TOPMAST — Shifting backstays, fine",,,1615,1615
243,80 guns,FORE TOPMAST,"Futtock shrouds, fine",ALBERETTO DI PARROCCHETTO — Sartie di coffa di parrocchetto,,23,,6.50,,52.55,023-ShipOf80Guns.jpg,"FORE TOPMAST — Futtock shrouds, fine",,,1615,1615
244,80 guns,FORE TOPMAST,"Top rope pendants, fine",ALBERETTO DI PARROCCHETTO — Pendenti del top-rope di parrocchetto,,23,,8.50,,68.72,023-ShipOf80Guns.jpg,"FORE TOPMAST — Top rope pendants, fine",,,1615,1615
245,80 guns,FORE TOPMAST,Tye,ALBERETTO DI PARROCCHETTO — Tye/drizza del parrocchetto,,23,,5.50,,44.47,023-ShipOf80Guns.jpg,FORE TOPMAST — Tye,,,1615,1615
246,80 guns,FORE TOPMAST,Braces,ALBERETTO DI PARROCCHETTO — Bracci del parrocchetto,,23,,3.50,,28.30,023-ShipOf80Guns.jpg,FORE TOPMAST — Braces,,,1615,1615
247,80 guns,FORE TOPMAST,Lifts,ALBERETTO DI PARROCCHETTO — Amantigli del parrocchetto,,23,,3.50,,28.30,023-ShipOf80Guns.jpg,FORE TOPMAST — Lifts,,,1615,1615
248,80 guns,FORE TOPMAST,Clewlines,ALBERETTO DI PARROCCHETTO — Imbrogli del parrocchetto,,23,,3,,24.26,023-ShipOf80Guns.jpg,FORE TOPMAST — Clewlines,,,1615,1615
249,80 guns,FORE TOPMAST,Buntlines,ALBERETTO DI PARROCCHETTO — Caricaboline del parrocchetto,,23,,3,,24.26,023-ShipOf80Guns.jpg,FORE TOPMAST — Buntlines,,,1615,1615
250,80 guns,FORE TOPMAST,Leechlines,ALBERETTO DI PARROCCHETTO — Caricascotte/leechlines del parrocchetto,,23,,2.50,,20.21,023-ShipOf80Guns.jpg,FORE TOPMAST — Leechlines,,,1615,1615
251,80 guns,FORE TOPMAST,Bowlines,ALBERETTO DI PARROCCHETTO — Boline del parrocchetto,,23,,3.50,,28.30,023-ShipOf80Guns.jpg,FORE TOPMAST — Bowlines,,,1615,1615
252,80 guns,FORE TOPMAST,Sheets,ALBERETTO DI PARROCCHETTO — Scotte del parrocchetto,,23,,7.50,,60.64,023-ShipOf80Guns.jpg,FORE TOPMAST — Sheets,,,1615,1615
253,80 guns,MAIN MAST,"Shrouds, cabled fine",ALBERO MAESTRO — Sartie maestre,,24,,10.50,,84.89,024-ShipOf80Guns.jpg,"MAIN MAST — Shrouds, cabled fine",,,1615,1615
254,80 guns,MAIN MAST,Ratling,ALBERO MAESTRO — Griselle maestre,,24,,1.50,,12.13,024-ShipOf80Guns.jpg,MAIN MAST — Ratling,,,1615,1615
255,80 guns,MAIN MAST,"Stay, cabled 4 strands fine",ALBERO MAESTRO — Strallo maestro,,24,,18,,145.53,024-ShipOf80Guns.jpg,"MAIN MAST — Stay, cabled 4 strands fine",,,1615,1615
256,80 guns,MAIN MAST,"Preventer stay, cabled 4 strands fine",ALBERO MAESTRO — Controstrallo maestro,,24,,12,,97.02,024-ShipOf80Guns.jpg,"MAIN MAST — Preventer stay, cabled 4 strands fine",,,1615,1615
257,80 guns,MAIN MAST,Catharpin legs,ALBERO MAESTRO — Catarpine maestre,,24,,6.50,,52.55,024-ShipOf80Guns.jpg,MAIN MAST — Catharpin legs,,,1615,1615
258,80 guns,MAIN MAST,Jeers — tye,ALBERO MAESTRO — Jeers/drizza del pennone maestro,,24,,7.50,,60.64,024-ShipOf80Guns.jpg,MAIN MAST — Jeers — tye,,,1615,1615
259,80 guns,MAIN MAST,Yard tackle pendants,ALBERO MAESTRO — Pendenti dei paranchi del pennone maestro,,24,,7,,56.60,024-ShipOf80Guns.jpg,MAIN MAST — Yard tackle pendants,,,1615,1615
260,80 guns,MAIN MAST,Braces,ALBERO MAESTRO — Bracci del pennone maestro,,24,,4,,32.34,024-ShipOf80Guns.jpg,MAIN MAST — Braces,,,1615,1615
261,80 guns,MAIN MAST,Brace pendants,ALBERO MAESTRO — Pendenti dei bracci maestri,,24,,5.50,,44.47,024-ShipOf80Guns.jpg,MAIN MAST — Brace pendants,,,1615,1615
262,80 guns,MAIN MAST,Lifts,ALBERO MAESTRO — Amantigli del pennone maestro,,24,,4.50,,36.38,024-ShipOf80Guns.jpg,MAIN MAST — Lifts,,,1615,1615
263,80 guns,MAIN COURSE,Clew-garnets,VELA MAESTRA — Caricascotte della maestra,,25,,4,,32.34,025-ShipOf80Guns.jpg,MAIN COURSE — Clew-garnets,,,1615,1615
264,80 guns,MAIN COURSE,Buntline legs,VELA MAESTRA — Caricaboline della maestra,,25,,3,,24.26,025-ShipOf80Guns.jpg,MAIN COURSE — Buntline legs,,,1615,1615
265,80 guns,MAIN COURSE,Leechline legs,VELA MAESTRA — Leechlines della maestra,,25,,2.50,,20.21,025-ShipOf80Guns.jpg,MAIN COURSE — Leechline legs,,,1615,1615
266,80 guns,MAIN COURSE,Slablines,VELA MAESTRA — Slablines della maestra,,25,,2,,16.17,025-ShipOf80Guns.jpg,MAIN COURSE — Slablines,,,1615,1615
267,80 guns,MAIN COURSE,Bowlines,VELA MAESTRA — Boline della maestra,,25,,4.50,,36.38,025-ShipOf80Guns.jpg,MAIN COURSE — Bowlines,,,1615,1615
268,80 guns,MAIN COURSE,"Sheets, cabled",VELA MAESTRA — Scotte della maestra,,25,,6.50,,52.55,025-ShipOf80Guns.jpg,"MAIN COURSE — Sheets, cabled",,,1615,1615
269,80 guns,MAIN COURSE,"Tacks, taper and cabled",VELA MAESTRA — Mure della maestra,,25,,9,,72.77,025-ShipOf80Guns.jpg,"MAIN COURSE — Tacks, taper and cabled",,,1615,1615
270,80 guns,MAIN TOPMAST,Burton pendants,ALBERETTO DI GABBIA MAESTRA — Pendenti Burton di gabbia maestra,,25,,5,,40.43,025-ShipOf80Guns.jpg,MAIN TOPMAST — Burton pendants,,,1615,1615
271,80 guns,MAIN TOPMAST,"Shrouds, fine",ALBERETTO DI GABBIA MAESTRA — Sartie di gabbia maestra,,25,,6.50,,52.55,025-ShipOf80Guns.jpg,"MAIN TOPMAST — Shrouds, fine",,,1615,1615
272,80 guns,MAIN TOPMAST,Ratling,ALBERETTO DI GABBIA MAESTRA — Griselle di gabbia maestra,,25,,1,,8.09,025-ShipOf80Guns.jpg,MAIN TOPMAST — Ratling,,,1615,1615
273,80 guns,MAIN TOPMAST,"Standing backstays, fine",ALBERETTO DI GABBIA MAESTRA — Paterazzi fissi di gabbia maestra,,25,,6.50,,52.55,025-ShipOf80Guns.jpg,"MAIN TOPMAST — Standing backstays, fine",,,1615,1615
274,80 guns,MAIN TOPMAST,Breast backstay runners,ALBERETTO DI GABBIA MAESTRA — Corridori paterazzi laterali di gabbia,,25,,4.50,,36.38,025-ShipOf80Guns.jpg,MAIN TOPMAST — Breast backstay runners,,,1615,1615
275,80 guns,MAIN TOPMAST,"Stay, cabled 4 strands fine",ALBERETTO DI GABBIA MAESTRA — Strallo di gabbia maestra,,25,,8,,64.68,025-ShipOf80Guns.jpg,"MAIN TOPMAST — Stay, cabled 4 strands fine",,,1615,1615
276,80 guns,MAIN TOPMAST,"Preventer stay, cabled 4 strands fine",ALBERETTO DI GABBIA MAESTRA — Controstrallo di gabbia maestra,,25,,6,,48.51,025-ShipOf80Guns.jpg,"MAIN TOPMAST — Preventer stay, cabled 4 strands fine",,,1615,1615
277,80 guns,MAIN TOPMAST,"Shifting backstays, fine",ALBERETTO DI GABBIA MAESTRA — Paterazzi volanti di gabbia maestra,,25,,6.50,,52.55,025-ShipOf80Guns.jpg,"MAIN TOPMAST — Shifting backstays, fine",,,1615,1615
278,80 guns,MAIN TOPMAST,"Futtock shrouds, fine",ALBERETTO DI GABBIA MAESTRA — Sartie di coffa di gabbia maestra,,25,,6.50,,52.55,025-ShipOf80Guns.jpg,"MAIN TOPMAST — Futtock shrouds, fine",,,1615,1615
279,80 guns,MAIN TOPMAST,"Top rope pendants, fine",ALBERETTO DI GABBIA MAESTRA — Pendenti top-rope di gabbia maestra,,25,,8.50,,68.72,025-ShipOf80Guns.jpg,"MAIN TOPMAST — Top rope pendants, fine",,,1615,1615
280,80 guns,MAIN TOPGALLANT,Shrouds,ALBERETTO DI VELACCIO MAESTRO — Sartie di velaccio maestro,,26,,3.50,,28.30,026-ShipOf80Guns.jpg,MAIN TOPGALLANT — Shrouds,,,1615,1615
281,80 guns,MAIN TOPGALLANT,Standing backstays,ALBERETTO DI VELACCIO MAESTRO — Paterazzi fissi di velaccio maestro,,26,,3.50,,28.30,026-ShipOf80Guns.jpg,MAIN TOPGALLANT — Standing backstays,,,1615,1615
282,80 guns,MAIN TOPGALLANT,"Stay, cabled 4 strands",ALBERETTO DI VELACCIO MAESTRO — Strallo di velaccio maestro,,26,,4,,32.34,026-ShipOf80Guns.jpg,"MAIN TOPGALLANT — Stay, cabled 4 strands",,,1615,1615
283,80 guns,MAIN TOPGALLANT,Tye,ALBERETTO DI VELACCIO MAESTRO — Tye/drizza del velaccio maestro,,26,,4,,32.34,026-ShipOf80Guns.jpg,MAIN TOPGALLANT — Tye,,,1615,1615
284,80 guns,MAIN TOPGALLANT,Braces,ALBERETTO DI VELACCIO MAESTRO — Bracci del velaccio maestro,,26,,2,,16.17,026-ShipOf80Guns.jpg,MAIN TOPGALLANT — Braces,,,1615,1615
285,80 guns,MAIN TOPGALLANT,"Lifts, single",ALBERETTO DI VELACCIO MAESTRO — Amantigli del velaccio maestro,,26,,2.50,,20.21,026-ShipOf80Guns.jpg,"MAIN TOPGALLANT — Lifts, single",,,1615,1615
286,80 guns,MAIN TOPGALLANT,Clewlines,ALBERETTO DI VELACCIO MAESTRO — Imbrogli del velaccio maestro,,26,,2,,16.17,026-ShipOf80Guns.jpg,MAIN TOPGALLANT — Clewlines,,,1615,1615
287,80 guns,MAIN TOPGALLANT,Bowlines,ALBERETTO DI VELACCIO MAESTRO — Boline del velaccio maestro,,26,,2,,16.17,026-ShipOf80Guns.jpg,MAIN TOPGALLANT — Bowlines,,,1615,1615
288,80 guns,MIZEN MAST,"Shrouds, fine",ALBERO DI MEZZANA — Sartie di mezzana,,27,,6.50,,52.55,027-ShipOf80Guns.jpg,"MIZEN MAST — Shrouds, fine",,,1615,1615
289,80 guns,MIZEN MAST,Ratling,ALBERO DI MEZZANA — Griselle di mezzana,,27,,1,,8.09,027-ShipOf80Guns.jpg,MIZEN MAST — Ratling,,,1615,1615
290,80 guns,MIZEN MAST,"Stay, cabled 4 strands fine",ALBERO DI MEZZANA — Strallo di mezzana,,27,,8,,64.68,027-ShipOf80Guns.jpg,"MIZEN MAST — Stay, cabled 4 strands fine",,,1615,1615
291,80 guns,MIZEN MAST,Jeers,ALBERO DI MEZZANA — Jeers della mezzana,,27,,5,,40.43,027-ShipOf80Guns.jpg,MIZEN MAST — Jeers,,,1615,1615
292,80 guns,MIZEN MAST,Vang pendants,ALBERO DI MEZZANA — Pendenti dei vang della mezzana,,27,,4,,32.34,027-ShipOf80Guns.jpg,MIZEN MAST — Vang pendants,,,1615,1615
293,80 guns,MIZEN MAST,Bowlines,ALBERO DI MEZZANA — Boline della mezzana,,27,,3,,24.26,027-ShipOf80Guns.jpg,MIZEN MAST — Bowlines,,,1615,1615
294,80 guns,CROSS-JACK YARD,Braces,VERGASECCA — Bracci della vergasecca,,27,,2.50,,20.21,027-ShipOf80Guns.jpg,CROSS-JACK YARD — Braces,,,1615,1615
295,80 guns,CROSS-JACK YARD,"Lifts, running",VERGASECCA — Amantigli della vergasecca,,27,,2.50,,20.21,027-ShipOf80Guns.jpg,"CROSS-JACK YARD — Lifts, running",,,1615,1615
296,80 guns,MIZEN TOPMAST,"Shrouds, fine",ALBERETTO DI CONTROMEZZANA — Sartie di contromezzana,,27,,4,,32.34,027-ShipOf80Guns.jpg,"MIZEN TOPMAST — Shrouds, fine",,,1615,1615
297,80 guns,MIZEN TOPMAST,Ratling,ALBERETTO DI CONTROMEZZANA — Griselle di contromezzana,,27,,1,,8.09,027-ShipOf80Guns.jpg,MIZEN TOPMAST — Ratling,,,1615,1615
298,80 guns,MIZEN TOPMAST,"Standing backstays, fine",ALBERETTO DI CONTROMEZZANA — Paterazzi fissi di contromezzana,,27,,4,,32.34,027-ShipOf80Guns.jpg,"MIZEN TOPMAST — Standing backstays, fine",,,1615,1615
299,80 guns,MIZEN TOPMAST,"Stay, cabled 4 strands fine",ALBERETTO DI CONTROMEZZANA — Strallo di contromezzana,,27,,4.50,,36.38,027-ShipOf80Guns.jpg,"MIZEN TOPMAST — Stay, cabled 4 strands fine",,,1615,1615
300,80 guns,MIZEN TOPGALLANT,Shrouds,ALBERETTO DI BELVEDERE — Sartie di belvedere,,28,,2.50,,20.21,028-ShipOf80Guns.jpg,MIZEN TOPGALLANT — Shrouds,,,1615,1615
301,80 guns,MIZEN TOPGALLANT,Backstays,ALBERETTO DI BELVEDERE — Paterazzi di belvedere,,28,,2.50,,20.21,028-ShipOf80Guns.jpg,MIZEN TOPGALLANT — Backstays,,,1615,1615
302,80 guns,MIZEN TOPGALLANT,Stay,ALBERETTO DI BELVEDERE — Strallo di belvedere,,28,,3,,24.26,028-ShipOf80Guns.jpg,MIZEN TOPGALLANT — Stay,,,1615,1615
303,80 guns,MIZEN TOPGALLANT,Tye,ALBERETTO DI BELVEDERE — Tye/drizza di belvedere,,28,,3,,24.26,028-ShipOf80Guns.jpg,MIZEN TOPGALLANT — Tye,,,1615,1615
304,80 guns,NECESSARY ROPES,"Viol, cabled",CORDAMI DI SERVIZIO — Viol / grande cavo di tonneggio,,28,,13.50,,109.15,028-ShipOf80Guns.jpg,"NECESSARY ROPES — Viol, cabled",,,1615,1615
305,80 guns,NECESSARY ROPES,Winding tackle pendant,CORDAMI DI SERVIZIO — Pendante del paranco di tonneggio,,28,,12,,97.02,028-ShipOf80Guns.jpg,NECESSARY ROPES — Winding tackle pendant,,,1615,1615
306,80 guns,NECESSARY ROPES,Cat falls,CORDAMI DI SERVIZIO — Cavi di caponatura dell'ancora,,28,,5,,40.43,028-ShipOf80Guns.jpg,NECESSARY ROPES — Cat falls,,,1615,1615
307,80 guns,NECESSARY ROPES,Fish tackle pendant,CORDAMI DI SERVIZIO — Pendante del paranco di pescaggio dell'ancora,,28,,9,,72.77,028-ShipOf80Guns.jpg,NECESSARY ROPES — Fish tackle pendant,,,1615,1615
308,80 guns,NECESSARY ROPES,Fish tackle fall,CORDAMI DI SERVIZIO — Corrente del paranco di pescaggio dell'ancora,,28,,4.50,,36.38,028-ShipOf80Guns.jpg,NECESSARY ROPES — Fish tackle fall,,,1615,1615
309,80 guns,NECESSARY ROPES,Anchor stock tackle fall,CORDAMI DI SERVIZIO — Corrente paranco del ceppo d'ancora,,28,,3,,24.26,028-ShipOf80Guns.jpg,NECESSARY ROPES — Anchor stock tackle fall,,,1615,1615
310,80 guns,NECESSARY ROPES,Bill pendant,CORDAMI DI SERVIZIO — Pendante Bill,,28,,5,,40.43,028-ShipOf80Guns.jpg,NECESSARY ROPES — Bill pendant,,,1615,1615
311,80 guns,NECESSARY ROPES,Stoppers — sheet/best/small bower/spare,CORDAMI DI SERVIZIO — Bozze delle ancore principali,,28,,8.50,,68.72,028-ShipOf80Guns.jpg,NECESSARY ROPES — Stoppers — sheet/best/small bower/spare,,,1615,1615
312,80 guns,NECESSARY ROPES,"Wing, cabled",CORDAMI DI SERVIZIO — Cavo wing,,28,,8.50,,68.72,028-ShipOf80Guns.jpg,"NECESSARY ROPES — Wing, cabled",,,1615,1615
313,80 guns,NECESSARY ROPES,Dog,CORDAMI DI SERVIZIO — Cavo dog,,28,,7.50,,60.64,028-ShipOf80Guns.jpg,NECESSARY ROPES — Dog,,,1615,1615
314,80 guns,NECESSARY ROPES,"Stream anchor, cabled",CORDAMI DI SERVIZIO — Gomena dell'ancora di corrente,,28,,5,,40.43,028-ShipOf80Guns.jpg,"NECESSARY ROPES — Stream anchor, cabled",,,1615,1615
315,80 guns,NECESSARY ROPES,Kedge,CORDAMI DI SERVIZIO — Gomena dell'ancorotto,,28,,4,,32.34,028-ShipOf80Guns.jpg,NECESSARY ROPES — Kedge,,,1615,1615
316,80 guns,NECESSARY ROPES,"Deck & bit, cabled",CORDAMI DI SERVIZIO — Cavi di coperta e bitte,,28,,11,,88.94,028-ShipOf80Guns.jpg,"NECESSARY ROPES — Deck & bit, cabled",,,1615,1615
