id,steel_class,section,en,it,es,page,n,circumference_in,length_fathom,real_diameter_mm,source_table,rigging_key,bounty_application,note,tonnage_min,tonnage_max
2974,74 guns,FORE-TOP-MAST,Fore topmast - Shifting Backstays - Strapping,Alberetto di parrocchetto - Paterazzi volanti - Stroppatura,,33,,4,8,32.34,033-ShipOf74Guns.jpg,Shifting Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2975,74 guns,FORE-TOP-MAST,Fore topmast - Futtock Shrouds fine,Alberetto di parrocchetto - Sartie di coffa fini,,33,4,7,42,56.6,033-ShipOf74Guns.jpg,Futtock Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2976,74 guns,FORE-TOP-MAST,Fore topmast - Futtock Shrouds - Seizing Upper,Alberetto di parrocchetto - Sartie di coffa - Legatura superiore,,33,,1,48,8.09,033-ShipOf74Guns.jpg,Futtock Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2977,74 guns,FORE-TOP-MAST,Fore topmast - Futtock Shrouds - Seizing Lower,Alberetto di parrocchetto - Sartie di coffa - Legatura inferiore,,33,,0.5,42,4.04,033-ShipOf74Guns.jpg,Futtock Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2978,74 guns,FORE-TOP-MAST,Fore topmast - Futtock Shrouds - Ratling,Alberetto di parrocchetto - Sartie di coffa - grisella,,33,,1.5,50,12.13,033-ShipOf74Guns.jpg,Futtock Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2979,74 guns,FORE-TOP-MAST,Fore topmast - Top Rope Pendants fine,Alberetto di parrocchetto - Pendenti top-cima fini,,33,,9,42,72.77,033-ShipOf74Guns.jpg,Top Rope Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2980,74 guns,FORE-TOP-MAST,Fore topmast - Top Rope Pendants - Falls,Alberetto di parrocchetto - Pendenti top-cima - Correnti,,33,,5,152,40.43,033-ShipOf74Guns.jpg,Top Rope Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2981,74 guns,FORE-TOP-MAST,Fore topmast - Tye,Alberetto di parrocchetto - Tira / drizza,,33,,6,44,48.51,033-ShipOf74Guns.jpg,Tye,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2982,74 guns,FORE-TOP-MAST,Fore topmast - Tye - Strapping,Alberetto di parrocchetto - Tira / drizza - Stroppatura,,33,,6,8,48.51,033-ShipOf74Guns.jpg,Tye,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2983,74 guns,FORE-TOP-MAST,Fore topmast - Tye - Seizing,Alberetto di parrocchetto - Tira / drizza - Legatura,,33,,1,12,8.09,033-ShipOf74Guns.jpg,Tye,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2984,74 guns,FORE-TOP-MAST,Fore topmast - Tye - Lathers at the Mast Head,Alberetto di parrocchetto - Tira / drizza - Legature alla testa d’albero,,33,,2.5,15,20.21,033-ShipOf74Guns.jpg,Tye,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2985,74 guns,FORE-TOP-MAST,Fore topmast - Tye - Lathers at the Yard,Alberetto di parrocchetto - Tira / drizza - Legature al pennone,,33,,2,5,16.17,033-ShipOf74Guns.jpg,Tye,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2986,74 guns,FORE-TOP-MAST,Fore topmast - Hallyards,Alberetto di parrocchetto - Drizze,,33,,3.5,156,28.3,033-ShipOf74Guns.jpg,Hallyards,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2987,74 guns,FORE-TOP-MAST,Fore topmast - Hallyards - Strapping,Alberetto di parrocchetto - Drizze - Stroppatura,,33,,5,8,40.43,033-ShipOf74Guns.jpg,Hallyards,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2988,74 guns,FORE-TOP-MAST,Fore topmast - Hallyards - Seizing,Alberetto di parrocchetto - Drizze - Legatura,,33,,0.5,18,4.04,033-ShipOf74Guns.jpg,Hallyards,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2989,74 guns,FORE-TOP-MAST,Fore topmast - Horses,Alberetto di parrocchetto - Marciapiedi,,33,,4,12,32.34,033-ShipOf74Guns.jpg,Horses,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2990,74 guns,FORE-TOP-MAST,Fore topmast - Horses - Stirrups,Alberetto di parrocchetto - Marciapiedi - Staffe,,33,,3,8.5,24.26,033-ShipOf74Guns.jpg,Horses,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2991,74 guns,FORE-TOP-MAST,Fore topmast - Braces,Alberetto di parrocchetto - Bracci,,33,,3.5,166,28.3,033-ShipOf74Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2992,74 guns,FORE-TOP-MAST,Fore topmast - Braces - Pendants,Alberetto di parrocchetto - Bracci - Pendenti,,33,,4.5,9,36.38,033-ShipOf74Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2993,74 guns,FORE-TOP-MAST,Fore topmast - Braces - Preventer,Alberetto di parrocchetto - Bracci - di rispetto,,33,,4,10,32.34,033-ShipOf74Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2994,74 guns,FORE-TOP-MAST,Fore topmast - Braces - Strapping,Alberetto di parrocchetto - Bracci - Stroppatura,,33,,4,5,32.34,033-ShipOf74Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2995,74 guns,FORE-TOP-MAST,Fore topmast - Lifts,Alberetto di parrocchetto - Amantigli,,33,,3.5,76,28.3,033-ShipOf74Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2996,74 guns,FORE-TOP-MAST,Fore topmast - Lifts - Beckets,Alberetto di parrocchetto - Amantigli - Gasse,,33,2,4,3,32.34,033-ShipOf74Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2997,74 guns,FORE-TOP-MAST,Fore topmast - Lifts - Strapping,Alberetto di parrocchetto - Amantigli - Stroppatura,,33,,4,8,32.34,033-ShipOf74Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2998,74 guns,FORE-TOP-MAST,Fore topmast - Lifts - Seizing,Alberetto di parrocchetto - Amantigli - Legatura,,33,,0.5,20,4.04,033-ShipOf74Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2999,74 guns,FORE-TOP-MAST,Fore topmast - Parrel Ropes,Alberetto di parrocchetto - Cime della trozza,,33,2,3.5,14,28.3,033-ShipOf74Guns.jpg,Parrel Ropes,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3000,74 guns,FORE-TOP-MAST,Fore topmast - Parrel Ropes - Racking and Seizing,Alberetto di parrocchetto - Cime della trozza - legatura incrociata e Legatura,,33,,1,20,8.09,033-ShipOf74Guns.jpg,Parrel Ropes,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3001,74 guns,FORE-TOP-MAST,Fore topmast - Clewlines,Alberetto di parrocchetto - Imbrogli,,33,2,4,92,32.34,033-ShipOf74Guns.jpg,Clewlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3002,74 guns,FORE-TOP-MAST,Fore topmast - Clewlines - Strapping,Alberetto di parrocchetto - Imbrogli - Stroppatura,,33,,4,8,32.34,033-ShipOf74Guns.jpg,Clewlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3003,74 guns,FORE-TOP-MAST,Fore topmast - Buntlines,Alberetto di parrocchetto - Caricaboline,,33,,3,74,24.26,033-ShipOf74Guns.jpg,Buntlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3004,74 guns,FORE-TOP-MAST,Fore topmast - Buntlines - Strapping,Alberetto di parrocchetto - Caricaboline - Stroppatura,,33,,3,3,24.26,033-ShipOf74Guns.jpg,Buntlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3005,74 guns,FORE-TOP-MAST,Fore topmast - Leechlines,Alberetto di parrocchetto - Leechlines,,33,,2.5,34,20.21,033-ShipOf74Guns.jpg,Leechlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3006,74 guns,FORE-TOP-MAST,Fore topmast - Leechlines - Strapping,Alberetto di parrocchetto - Leechlines - Stroppatura,,33,,2.5,1,20.21,033-ShipOf74Guns.jpg,Leechlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3007,74 guns,FORE-TOP-MAST,Fore topmast - Bowlines,Alberetto di parrocchetto - Boline,,33,,3.5,68,28.3,033-ShipOf74Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3008,74 guns,FORE-TOP-MAST,Fore topmast - Bowlines - Bridles,Alberetto di parrocchetto - Boline - briglie,,33,,3.5,14,28.3,033-ShipOf74Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3009,74 guns,FORE-TOP-MAST,Fore topmast - Bowlines - Strapping,Alberetto di parrocchetto - Boline - Stroppatura,,33,,3.5,2,28.3,033-ShipOf74Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3010,74 guns,FORE-TOP-MAST,Fore topmast - Bowlines - Lashing,Alberetto di parrocchetto - Boline - legatura,,33,,1,12,8.09,033-ShipOf74Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3011,74 guns,FORE-TOP-MAST,Fore topmast - Reeftackle Pendants,Alberetto di parrocchetto - Pendenti dei paranchi di terzarolo,,33,2,4,45,32.34,033-ShipOf74Guns.jpg,Reeftackle Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3012,74 guns,FORE-TOP-MAST,Fore topmast - Reeftackle Pendants - Falls,Alberetto di parrocchetto - Pendenti dei paranchi di terzarolo - Correnti,,33,2,2.5,60,20.21,033-ShipOf74Guns.jpg,Reeftackle Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3013,74 guns,FORE-TOP-MAST,Fore topmast - Reeftackle Pendants - Strapping,Alberetto di parrocchetto - Pendenti dei paranchi di terzarolo - Stroppatura,,33,,3,3,24.26,033-ShipOf74Guns.jpg,Reeftackle Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3014,74 guns,FORE-TOP-MAST,Fore topmast - Earrings,Alberetto di parrocchetto - Legature d’angolo,,33,,1.5,40,12.13,033-ShipOf74Guns.jpg,Earrings,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3015,74 guns,FORE-TOP-MAST,Fore topmast - Sheets,Alberetto di parrocchetto - Scotte,,33,,8,50,64.68,033-ShipOf74Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3016,74 guns,FORE-TOP-MAST,Fore topmast - Sheets - Straps for Sheet Blocks,Alberetto di parrocchetto - Scotte - Stroppi per Scotta bozzelli,,33,,8,5,64.68,033-ShipOf74Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3017,74 guns,FORE-TOP-MAST,Fore topmast - Sheets - Quarter Blocks,Alberetto di parrocchetto - Scotte - quarto bozzelli,,33,,6,10,48.51,033-ShipOf74Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3018,74 guns,FORE-TOP-MAST,Fore topmast - Sheets - Lathers for Quarter Blocks,Alberetto di parrocchetto - Scotte - legature per quarto bozzelli,,33,,2.5,10,20.21,033-ShipOf74Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3019,74 guns,FORE-TOP-MAST,Fore topmast - Sheets - Seizings,Alberetto di parrocchetto - Scotte - Legature,,33,2,1,24,8.09,033-ShipOf74Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3020,74 guns,FORE-TOP-MAST,Fore topmast - Sheets - Span — worn,Alberetto di parrocchetto - Scotte - braga — fasciato,,33,,3.5,10,28.3,033-ShipOf74Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3021,74 guns,FORE-TOP-MAST,Fore topmast - Sheets - Stoppers,Alberetto di parrocchetto - Scotte - Stoppers,,33,2,6.5,5,52.55,033-ShipOf74Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3022,74 guns,FORE-TOP-MAST,Fore topmast - Slings,Alberetto di parrocchetto - Stroppi,,33,,5,12,40.43,033-ShipOf74Guns.jpg,Slings,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3023,74 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay,Alberetto di parrocchetto - Straglio della vela di straglio,,33,,4,25,32.34,033-ShipOf74Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3024,74 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Tackle,Alberetto di parrocchetto - Straglio della vela di straglio - Paranco,,33,,2.5,15,20.21,033-ShipOf74Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3025,74 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Hallyard,Alberetto di parrocchetto - Straglio della vela di straglio - Drizza,,33,,3.5,41,28.3,033-ShipOf74Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3026,74 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Hallyard Strapping,Alberetto di parrocchetto - Straglio della vela di straglio - Drizza Stroppatura,,33,,3.5,1.5,28.3,033-ShipOf74Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3027,74 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Sheets,Alberetto di parrocchetto - Straglio della vela di straglio - Scotte,,33,2,4,34,32.34,033-ShipOf74Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3028,74 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Sheets Strapping,Alberetto di parrocchetto - Straglio della vela di straglio - Scotte Stroppatura,,33,,4,1.5,32.34,033-ShipOf74Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3029,74 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Outhauler,Alberetto di parrocchetto - Straglio della vela di straglio - Caricafuori,,33,,2.5,21,20.21,033-ShipOf74Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3030,74 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Downhaller,Alberetto di parrocchetto - Straglio della vela di straglio - caricabasso,,33,,2.5,32,20.21,033-ShipOf74Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3031,74 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Strapping,Alberetto di parrocchetto - Straglio della vela di straglio - Stroppatura,,33,,2.5,2,20.21,033-ShipOf74Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3032,74 guns,FORE-TOP-MAST,Fore topmast - Studdingsail - Hallyards,Alberetto di parrocchetto - Coltellacci - Drizze,,33,2,3.5,98,28.3,033-ShipOf74Guns.jpg,Studdingsail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3033,74 guns,FORE-TOP-MAST,Fore topmast - Studdingsail - Sheets,Alberetto di parrocchetto - Coltellacci - Scotte,,33,2,3,50,24.26,033-ShipOf74Guns.jpg,Studdingsail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3034,74 guns,FORE-TOP-MAST,Fore topmast - Studdingsail - Tacks,Alberetto di parrocchetto - Coltellacci - Mure,,33,,3.5,76,28.3,033-ShipOf74Guns.jpg,Studdingsail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3035,74 guns,FORE-TOP-MAST,Fore topmast - Studdingsail - Downhallers,Alberetto di parrocchetto - Coltellacci - caricabassi,,33,2,2,64,16.17,033-ShipOf74Guns.jpg,Studdingsail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3036,74 guns,FORE-TOP-MAST,Fore topmast - Boom Tackles,Alberetto di parrocchetto - Paranchi dei boma,,33,2,2,80,16.17,033-ShipOf74Guns.jpg,Boom Tackles,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3037,74 guns,FORE-TOP-MAST,Fore topmast - Boom Tackles - Tails and Straps,Alberetto di parrocchetto - Paranchi dei boma - code e Stroppi,,33,2,2.5,6,20.21,033-ShipOf74Guns.jpg,Boom Tackles,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3038,74 guns,FORE-TOP-MAST,Fore topmast - Boom Tackles - Tails and Straps,Alberetto di parrocchetto - Paranchi dei boma - code e Stroppi,,33,,3.5,18,28.3,033-ShipOf74Guns.jpg,Boom Tackles,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3039,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Shrouds,Alberetto di velaccino - Sartie,,34,,4,80,32.34,034-ShipOf74Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3040,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Shrouds - Lanyards,Alberetto di velaccino - Sartie - Corridori,,34,,2,12,16.17,034-ShipOf74Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3041,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Standing Backstays,Alberetto di velaccino - Paterazzi fissi,,34,,4,96,32.34,034-ShipOf74Guns.jpg,Standing Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3042,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Standing Backstays - Lanyards,Alberetto di velaccino - Paterazzi fissi - Corridori,,34,,2,20,16.17,034-ShipOf74Guns.jpg,Standing Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3043,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Stay cabled 4 Strands,Alberetto di velaccino - Straglio in cavo 4 legnoli,,34,,4.5,30,36.38,034-ShipOf74Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3044,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Stay - Strapping,Alberetto di velaccino - Straglio - Stroppatura,,34,,3.5,1.5,28.3,034-ShipOf74Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3045,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Stay - Tackle,Alberetto di velaccino - Paranco di straglio,,34,,2,18,16.17,034-ShipOf74Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3046,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Stay - Tackle Strapping,Alberetto di velaccino - Paranco di straglio Stroppatura,,34,,2.5,1.5,20.21,034-ShipOf74Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3047,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Flagstaff Stay,Alberetto di velaccino - Straglio dell’asta di bandiera,,34,,2,31,16.17,034-ShipOf74Guns.jpg,Flagstaff Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3048,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Flagstaff Stay - Hallyards,Alberetto di velaccino - Straglio dell’asta di bandiera - Drizze,,34,,1.5,72,12.13,034-ShipOf74Guns.jpg,Flagstaff Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3049,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Tye,Alberetto di velaccino - Tira / drizza,,34,,4,17,32.34,034-ShipOf74Guns.jpg,Tye,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3050,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Tye - Hallyard,Alberetto di velaccino - Tira / drizza - Drizza,,34,,2,30,16.17,034-ShipOf74Guns.jpg,Tye,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3051,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Tye - Hallyard Strapping,Alberetto di velaccino - Tira / drizza - Drizza Stroppatura,,34,,2.5,1.5,20.21,034-ShipOf74Guns.jpg,Tye,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3052,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Horses,Alberetto di velaccino - Marciapiedi,,34,2,3,9,24.26,034-ShipOf74Guns.jpg,Horses,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3053,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Braces,Alberetto di velaccino - Bracci,,34,2,2,108,16.17,034-ShipOf74Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3054,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Braces - Pendants,Alberetto di velaccino - Bracci - Pendenti,,34,,3,10,24.26,034-ShipOf74Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3055,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Braces - Strapping,Alberetto di velaccino - Bracci - Stroppatura,,34,,2,4,16.17,034-ShipOf74Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3056,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Lifts single,Alberetto di velaccino - Amantigli singolo,,34,2,2.5,59,20.21,034-ShipOf74Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3057,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Lifts - Strapping,Alberetto di velaccino - Amantigli - Stroppatura,,34,,2.5,1.5,20.21,034-ShipOf74Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3058,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Parrel Ropes,Alberetto di velaccino - Cime della trozza,,34,,2,5,16.17,034-ShipOf74Guns.jpg,Parrel Ropes,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3059,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Clewlines,Alberetto di velaccino - Imbrogli,,34,,2,76,16.17,034-ShipOf74Guns.jpg,Clewlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3060,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Clewlines - Strapping,Alberetto di velaccino - Imbrogli - Stroppatura,,34,,2,4,16.17,034-ShipOf74Guns.jpg,Clewlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3061,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Bowlines,Alberetto di velaccino - Boline,,34,,2,74,16.17,034-ShipOf74Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3062,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Bowlines - Bridles,Alberetto di velaccino - Boline - briglie,,34,2,2,5,16.17,034-ShipOf74Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3063,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Bowlines - Strapping,Alberetto di velaccino - Boline - Stroppatura,,34,,2,2,16.17,034-ShipOf74Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3064,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Earrings,Alberetto di velaccino - Legature d’angolo,,34,,2,2,16.17,034-ShipOf74Guns.jpg,Earrings,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3065,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Shifting Backstays,Alberetto di velaccino - Paterazzi volanti,,34,1,4,46,32.34,034-ShipOf74Guns.jpg,Shifting Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3066,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Shifting Backstays - Tackles.,Alberetto di velaccino - Paterazzi volanti - Paranchi.,,34,2,2,20,16.17,034-ShipOf74Guns.jpg,Shifting Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3067,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Shifting Backstays - Strapping,Alberetto di velaccino - Paterazzi volanti - Stroppatura,,34,,2.5,1.5,20.21,034-ShipOf74Guns.jpg,Shifting Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3068,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Studdingsail - Hallyards,Alberetto di velaccino - Coltellacci - Drizze,,34,2,2,80,16.17,034-ShipOf74Guns.jpg,Studdingsail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3069,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Studdingsail - Sheets,Alberetto di velaccino - Coltellacci - Scotte,,34,1,2,23,16.17,034-ShipOf74Guns.jpg,Studdingsail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3070,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Studdingsail - Tacks,Alberetto di velaccino - Coltellacci - Mure,,34,2,2,50,16.17,034-ShipOf74Guns.jpg,Studdingsail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3071,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Studdingsail - Downhallers,Alberetto di velaccino - Coltellacci - caricabassi,,34,,1.5,22,12.13,034-ShipOf74Guns.jpg,Studdingsail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3072,74 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Studdingsail - Strapping,Alberetto di velaccino - Coltellacci - Stroppatura,,34,,2,8,16.17,034-ShipOf74Guns.jpg,Studdingsail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3073,74 guns,MAIN-MAST,Main mast - Woolding,Albero maestro - Legatura,,34,,3.5,350,28.3,034-ShipOf74Guns.jpg,Woolding,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3074,74 guns,MAIN-MAST,Main mast - Girdlines,Albero maestro - Legature d’albero,,34,2,5,84,40.43,034-ShipOf74Guns.jpg,Girdlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3075,74 guns,MAIN-MAST,Main mast - Girdlines - Strapping,Albero maestro - Legature d’albero - Stroppatura,,34,,5,2,40.43,034-ShipOf74Guns.jpg,Girdlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3076,74 guns,MAIN-MAST,Main mast - Girdlines - Seizing,Albero maestro - Legature d’albero - Legatura,,34,,0.5,7,4.04,034-ShipOf74Guns.jpg,Girdlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
3077,74 guns,MAIN-MAST,Main mast - Girdlines - Lashings,Albero maestro - Legature d’albero - legature,,34,2,2.5,18,20.21,034-ShipOf74Guns.jpg,Girdlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
