id,steel_class,section,en,it,es,page,n,circumference_in,length_fathom,real_diameter_mm,source_table,rigging_key,bounty_application,note,tonnage_min,tonnage_max,lay
2054,80 guns,FORE-TOP-MAST,Fore topmast - Shifting Backstays fine,Alberetto di parrocchetto - Paterazzi volanti di filato fine,Mastelero de trinquete - Burdas volantes finas,23,,6.5,35,52.55,023-ShipOf80Guns.jpg,Shifting Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2055,80 guns,FORE-TOP-MAST,Fore topmast - Shifting Backstays - Tackles.,Alberetto di parrocchetto - Paterazzi volanti - Paranchi.,Mastelero de trinquete - Burdas volantes - Aparejos.,23,4,3,48,24.26,023-ShipOf80Guns.jpg,Shifting Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2056,80 guns,FORE-TOP-MAST,Fore topmast - Shifting Backstays - Strapping,Alberetto di parrocchetto - Paterazzi volanti - Stroppatura,Mastelero de trinquete - Burdas volantes - Estrobado,23,,4,8,32.34,023-ShipOf80Guns.jpg,Shifting Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2057,80 guns,FORE-TOP-MAST,Fore topmast - Futtock Shrouds fine,Alberetto di parrocchetto - Sartie rovesce di filato fine,Mastelero de trinquete - Pernadas de las arraigadas finos,23,4,6.5,39,52.55,023-ShipOf80Guns.jpg,Futtock Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2058,80 guns,FORE-TOP-MAST,Fore topmast - Futtock Shrouds - Seizing Upper,Alberetto di parrocchetto - Sartie rovesce - Legatura superiore,Mastelero de trinquete - Pernadas de las arraigadas - Ligada superior,23,,1,40,8.09,023-ShipOf80Guns.jpg,Futtock Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2059,80 guns,FORE-TOP-MAST,Fore topmast - Futtock Shrouds - Seizing Lower,Alberetto di parrocchetto - Sartie rovesce - Legatura inferiore,Mastelero de trinquete - Pernadas de las arraigadas - Ligada inferior,23,,1,40,8.09,023-ShipOf80Guns.jpg,Futtock Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2060,80 guns,FORE-TOP-MAST,Fore topmast - Futtock Shrouds - Ratling,Alberetto di parrocchetto - Sartie rovesce - Grisella,Mastelero de trinquete - Pernadas de las arraigadas - Flechaste,23,,1.5,48,12.13,023-ShipOf80Guns.jpg,Futtock Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2061,80 guns,FORE-TOP-MAST,Fore topmast - Top Rope Pendants fine,Alberetto di parrocchetto - Pendenti del ghindazzo di filato fine,Mastelero de trinquete - Amantes finos de virador,23,2,8.5,38,68.72,023-ShipOf80Guns.jpg,Top Rope Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2062,80 guns,FORE-TOP-MAST,Fore topmast - Top Rope Pendants - Falls,Alberetto di parrocchetto - Pendenti del ghindazzo - Correnti,Mastelero de trinquete - Amantes de virador - Betas,23,,4.5,130,36.38,023-ShipOf80Guns.jpg,Top Rope Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2063,80 guns,FORE-TOP-MAST,Fore topmast - Tye,Alberetto di parrocchetto - Mante,Mastelero de trinquete - Amante,23,,5.5,41,44.47,023-ShipOf80Guns.jpg,Tye,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2064,80 guns,FORE-TOP-MAST,Fore topmast - Tye - Strapping,Alberetto di parrocchetto - Mante - Stroppatura,Mastelero de trinquete - Amante - Estrobado,23,,5.5,8,44.47,023-ShipOf80Guns.jpg,Tye,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2065,80 guns,FORE-TOP-MAST,Fore topmast - Tye - Seizing,Alberetto di parrocchetto - Mante - Legatura,Mastelero de trinquete - Amante - Ligada,23,,1,12,8.09,023-ShipOf80Guns.jpg,Tye,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2066,80 guns,FORE-TOP-MAST,Fore topmast - Tye - Lathers at the Mast Head,Alberetto di parrocchetto - Mante - Legature alla testa d’albero,Mastelero de trinquete - Amante - Estrobos en la cabeza del palo,23,,2.5,15,20.21,023-ShipOf80Guns.jpg,Tye,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2067,80 guns,FORE-TOP-MAST,Fore topmast - Tye - Lathers at the Yard,Alberetto di parrocchetto - Mante - Legature al pennone,Mastelero de trinquete - Amante - Estrobos en la verga,23,,2,5,16.17,023-ShipOf80Guns.jpg,Tye,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2068,80 guns,FORE-TOP-MAST,Fore topmast - Hallyards,Alberetto di parrocchetto - Drizze,Mastelero de trinquete - Drizas,23,,3.5,120,28.3,023-ShipOf80Guns.jpg,Hallyards,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2069,80 guns,FORE-TOP-MAST,Fore topmast - Hallyards - Strapping,Alberetto di parrocchetto - Drizze - Stroppatura,Mastelero de trinquete - Drizas - Estrobado,23,,5,8,40.43,023-ShipOf80Guns.jpg,Hallyards,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2070,80 guns,FORE-TOP-MAST,Fore topmast - Hallyards - Seizing,Alberetto di parrocchetto - Drizze - Legatura,Mastelero de trinquete - Drizas - Ligada,23,,0.5,18,4.04,023-ShipOf80Guns.jpg,Hallyards,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2071,80 guns,FORE-TOP-MAST,Fore topmast - Horses,Alberetto di parrocchetto - Marciapiedi,Mastelero de trinquete - Marchapiés,23,,4,12,32.34,023-ShipOf80Guns.jpg,Horses,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2072,80 guns,FORE-TOP-MAST,Fore topmast - Horses - Stirrups,Alberetto di parrocchetto - Marciapiedi - Gambetti dei marciapiedi,Mastelero de trinquete - Marchapiés - Estribos,23,,3,8.5,24.26,023-ShipOf80Guns.jpg,Horses,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2073,80 guns,FORE-TOP-MAST,Fore topmast - Braces,Alberetto di parrocchetto - Bracci,Mastelero de trinquete - Brazas,23,,3.5,96,28.3,023-ShipOf80Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2074,80 guns,FORE-TOP-MAST,Fore topmast - Braces - Pendants,Alberetto di parrocchetto - Bracci - Pendenti,Mastelero de trinquete - Brazas - Pendientes,23,,4.5,9,36.38,023-ShipOf80Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2075,80 guns,FORE-TOP-MAST,Fore topmast - Braces - Preventer,Alberetto di parrocchetto - Bracci - Di rispetto,Mastelero de trinquete - Brazas - Respeto,23,,4,10,32.34,023-ShipOf80Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2076,80 guns,FORE-TOP-MAST,Fore topmast - Braces - Strapping,Alberetto di parrocchetto - Bracci - Stroppatura,Mastelero de trinquete - Brazas - Estrobado,23,,4,5,32.34,023-ShipOf80Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2077,80 guns,FORE-TOP-MAST,Fore topmast - Lifts,Alberetto di parrocchetto - Amantigli,Mastelero de trinquete - Amantillos,23,,3.5,66,28.3,023-ShipOf80Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2078,80 guns,FORE-TOP-MAST,Fore topmast - Lifts - Beckets,Alberetto di parrocchetto - Amantigli - Gasse / cerchietti di cima,Mastelero de trinquete - Amantillos - Gazas,23,,3.5,3,28.3,023-ShipOf80Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2079,80 guns,FORE-TOP-MAST,Fore topmast - Lifts - Strapping,Alberetto di parrocchetto - Amantigli - Stroppatura,Mastelero de trinquete - Amantillos - Estrobado,23,,4,8,32.34,023-ShipOf80Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2080,80 guns,FORE-TOP-MAST,Fore topmast - Lifts - Seizing,Alberetto di parrocchetto - Amantigli - Legatura,Mastelero de trinquete - Amantillos - Ligada,23,,0.5,20,4.04,023-ShipOf80Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2081,80 guns,FORE-TOP-MAST,Fore topmast - Parrel Ropes,Alberetto di parrocchetto - Cavi della trozza,Mastelero de trinquete - Bastardos de racamento,23,,3.5,12,28.3,023-ShipOf80Guns.jpg,Parrel Ropes,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2082,80 guns,FORE-TOP-MAST,Fore topmast - Parrel Ropes - Racking and Seizing,Alberetto di parrocchetto - Cavi della trozza - Racking e legatura,Mastelero de trinquete - Bastardos de racamento - Ligada cruzada y ligada,23,,1,20,8.09,023-ShipOf80Guns.jpg,Parrel Ropes,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2083,80 guns,FORE-TOP-MAST,Fore topmast - Clewlines,Alberetto di parrocchetto - Imbrogli,Mastelero de trinquete - Chafaldetes,23,,3,86,24.26,023-ShipOf80Guns.jpg,Clewlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2084,80 guns,FORE-TOP-MAST,Fore topmast - Clewlines - Strapping,Alberetto di parrocchetto - Imbrogli - Stroppatura,Mastelero de trinquete - Chafaldetes - Estrobado,23,,3.5,8,28.3,023-ShipOf80Guns.jpg,Clewlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2085,80 guns,FORE-TOP-MAST,Fore topmast - Buntlines,Alberetto di parrocchetto - Caricaboline,Mastelero de trinquete - Brioles,23,,3,66,24.26,023-ShipOf80Guns.jpg,Buntlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2086,80 guns,FORE-TOP-MAST,Fore topmast - Buntlines - Strapping,Alberetto di parrocchetto - Caricaboline - Stroppatura,Mastelero de trinquete - Brioles - Estrobado,23,,3,3,24.26,023-ShipOf80Guns.jpg,Buntlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2087,80 guns,FORE-TOP-MAST,Fore topmast - Leechlines,Alberetto di parrocchetto - Serrapennoni,Mastelero de trinquete - Apagapenoles,23,,2.5,30,20.21,023-ShipOf80Guns.jpg,Leechlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2088,80 guns,FORE-TOP-MAST,Fore topmast - Leechlines - Strapping,Alberetto di parrocchetto - Serrapennoni - Stroppatura,Mastelero de trinquete - Apagapenoles - Estrobado,23,,2.5,1,20.21,023-ShipOf80Guns.jpg,Leechlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2089,80 guns,FORE-TOP-MAST,Fore topmast - Bowlines,Alberetto di parrocchetto - Boline,Mastelero de trinquete - Bolinas,23,2,3.5,64,28.3,023-ShipOf80Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2090,80 guns,FORE-TOP-MAST,Fore topmast - Bowlines - Bridles,Alberetto di parrocchetto - Boline - Briglie,Mastelero de trinquete - Bolinas - Bridas,23,,3.5,12,28.3,023-ShipOf80Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2091,80 guns,FORE-TOP-MAST,Fore topmast - Bowlines - Strapping,Alberetto di parrocchetto - Boline - Stroppatura,Mastelero de trinquete - Bolinas - Estrobado,23,,3.5,2,28.3,023-ShipOf80Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2092,80 guns,FORE-TOP-MAST,Fore topmast - Bowlines - Lashing,Alberetto di parrocchetto - Boline - Legatura di fissaggio,Mastelero de trinquete - Bolinas - Trinca,23,,3,12,24.26,023-ShipOf80Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2093,80 guns,FORE-TOP-MAST,Fore topmast - Reeftackle Pendants,Alberetto di parrocchetto - Pendenti dei paranchi di terzarolo,Mastelero de trinquete - Pendientes de aparejo de rizos,23,,3.5,40,28.3,023-ShipOf80Guns.jpg,Reeftackle Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2094,80 guns,FORE-TOP-MAST,Fore topmast - Reeftackle Pendants - Falls,Alberetto di parrocchetto - Pendenti dei paranchi di terzarolo - Correnti,Mastelero de trinquete - Pendientes de aparejo de rizos - Betas,23,2,2,58,16.17,023-ShipOf80Guns.jpg,Reeftackle Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2095,80 guns,FORE-TOP-MAST,Fore topmast - Reeftackle Pendants - Strapping,Alberetto di parrocchetto - Pendenti dei paranchi di terzarolo - Stroppatura,Mastelero de trinquete - Pendientes de aparejo de rizos - Estrobado,23,,2.5,2.5,20.21,023-ShipOf80Guns.jpg,Reeftackle Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2096,80 guns,FORE-TOP-MAST,Fore topmast - Earrings,Alberetto di parrocchetto - Borose,Mastelero de trinquete - Empuñiduras,23,,1.5,40,12.13,023-ShipOf80Guns.jpg,Earrings,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2097,80 guns,FORE-TOP-MAST,Fore topmast - Sheets,Alberetto di parrocchetto - Scotte,Mastelero de trinquete - Escotas,23,2,7.5,52,60.64,023-ShipOf80Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2098,80 guns,FORE-TOP-MAST,Fore topmast - Sheets - Straps for Sheet Blocks,Alberetto di parrocchetto - Scotte - Stroppi per Scotta bozzelli,Mastelero de trinquete - Escotas - Estrobos para motones de escota,23,,7.5,5,60.64,023-ShipOf80Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2099,80 guns,FORE-TOP-MAST,Fore topmast - Sheets - Quarter Blocks,Alberetto di parrocchetto - Scotte - quarto bozzelli,Mastelero de trinquete - Escotas - Motones de cuadra,23,,6,9,48.51,023-ShipOf80Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2100,80 guns,FORE-TOP-MAST,Fore topmast - Sheets - Lathers for Quarter Blocks,Alberetto di parrocchetto - Scotte - legature per quarto bozzelli,Mastelero de trinquete - Escotas - Estrobos para motones de cuadra,23,,2.5,10,20.21,023-ShipOf80Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2101,80 guns,FORE-TOP-MAST,Fore topmast - Sheets - Seizings,Alberetto di parrocchetto - Scotte - Legature,Mastelero de trinquete - Escotas - Ligadas,23,2,1.5,24,12.13,023-ShipOf80Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2102,80 guns,FORE-TOP-MAST,Fore topmast - Sheets - Span — worn,Alberetto di parrocchetto - Scotte - braga — in cordame usato,Mastelero de trinquete - Escotas - Pata — usada,23,,3.5,9,28.3,023-ShipOf80Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2103,80 guns,FORE-TOP-MAST,Fore topmast - Sheets - Stoppers,Alberetto di parrocchetto - Scotte - Bozze,Mastelero de trinquete - Escotas - Bozas,23,2,6,5,48.51,023-ShipOf80Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2104,80 guns,FORE-TOP-MAST,Fore topmast - Slings,Alberetto di parrocchetto - Braghe,Mastelero de trinquete - Eslingas,23,,5,11,40.43,023-ShipOf80Guns.jpg,Slings,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2105,80 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay,Alberetto di parrocchetto - Straglio della vela di straglio,Mastelero de trinquete - Estay de vela de estay,23,,4,22,32.34,023-ShipOf80Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2106,80 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Tackle,Alberetto di parrocchetto - Straglio della vela di straglio - Paranco,Mastelero de trinquete - Estay de vela de estay - Aparejo,23,,2.5,15,20.21,023-ShipOf80Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2107,80 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Hallyard,Alberetto di parrocchetto - Straglio della vela di straglio - Drizza,Mastelero de trinquete - Estay de vela de estay - Driza,23,,3.5,37,28.3,023-ShipOf80Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2108,80 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Hallyard Strapping,Alberetto di parrocchetto - Straglio della vela di straglio - Stroppatura della drizza,Mastelero de trinquete - Estay de vela de estay - Estrobado de driza,23,,3.5,8.5,28.3,023-ShipOf80Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2109,80 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Sheets,Alberetto di parrocchetto - Straglio della vela di straglio - Scotte,Mastelero de trinquete - Estay de vela de estay - Escotas,23,2,4,32,32.34,023-ShipOf80Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2110,80 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Sheets Strapping,Alberetto di parrocchetto - Straglio della vela di straglio - Stroppatura delle scotte,Mastelero de trinquete - Estay de vela de estay - Estrobado de escotas,23,,4,1.5,32.34,023-ShipOf80Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2111,80 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Outhauler,Alberetto di parrocchetto - Straglio della vela di straglio - Caricafuori,Mastelero de trinquete - Estay de vela de estay - Contraescota,23,,2.5,19,20.21,023-ShipOf80Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2112,80 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Downhaller,Alberetto di parrocchetto - Straglio della vela di straglio - Caricabasso,Mastelero de trinquete - Estay de vela de estay - Cargadera,23,,2,29,16.17,023-ShipOf80Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2113,80 guns,FORE-TOP-MAST,Fore topmast - Stayfail Stay - Strapping,Alberetto di parrocchetto - Straglio della vela di straglio - Stroppatura,Mastelero de trinquete - Estay de vela de estay - Estrobado,23,,2,2,16.17,023-ShipOf80Guns.jpg,Stayfail Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2114,80 guns,FORE-TOP-MAST,Fore topmast - Studdingsail - Hallyards,Alberetto di parrocchetto - Coltellacci - Drizze,Mastelero de trinquete - Ala - Drizas,23,2,3.5,88,28.3,023-ShipOf80Guns.jpg,Studdingsail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2115,80 guns,FORE-TOP-MAST,Fore topmast - Studdingsail - Sheets,Alberetto di parrocchetto - Coltellacci - Scotte,Mastelero de trinquete - Ala - Escotas,23,2,3,46,24.26,023-ShipOf80Guns.jpg,Studdingsail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2116,80 guns,FORE-TOP-MAST,Fore topmast - Studdingsail - Tacks,Alberetto di parrocchetto - Coltellacci - Mure,Mastelero de trinquete - Ala - Amuras,23,2,3.5,70,28.3,023-ShipOf80Guns.jpg,Studdingsail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2117,80 guns,FORE-TOP-MAST,Fore topmast - Studdingsail - Downhallers,Alberetto di parrocchetto - Coltellacci - Caricabassi,Mastelero de trinquete - Ala - Cargaderas,23,2,2,60,16.17,023-ShipOf80Guns.jpg,Studdingsail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2118,80 guns,FORE-TOP-MAST,Fore topmast - Boom Tackles,Alberetto di parrocchetto - Paranchi dei boma,Mastelero de trinquete - Aparejos de botavara,23,,2,80,16.17,023-ShipOf80Guns.jpg,Boom Tackles,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2119,80 guns,FORE-TOP-MAST,Fore topmast - Boom Tackles - Tails and Straps,Alberetto di parrocchetto - Paranchi dei boma - code e Stroppi,Mastelero de trinquete - Aparejos de botavara - Rabizas y estrobos,23,,2.5,6,20.21,023-ShipOf80Guns.jpg,Boom Tackles,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2120,80 guns,FORE-TOP-MAST,Fore topmast - Boom Tackles - Tails and Straps,Alberetto di parrocchetto - Paranchi dei boma - code e Stroppi,Mastelero de trinquete - Aparejos de botavara - Rabizas y estrobos,23,2,3.5,18,28.3,023-ShipOf80Guns.jpg,Boom Tackles,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2121,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Shrouds,Alberetto di velaccino - Sartie,Mastelerillo de trinquete - Obenques,24,,3.5,73,28.3,024-ShipOf80Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2122,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Shrouds - Lanyards,Alberetto di velaccino - Sartie - Corridori,Mastelerillo de trinquete - Obenques - Acolladores,24,,1.5,12,12.13,024-ShipOf80Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2123,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Standing Backstays,Alberetto di velaccino - Paterazzi fissi,Mastelerillo de trinquete - Burdas fijas,24,,3.5,84,28.3,024-ShipOf80Guns.jpg,Standing Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2124,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Standing Backstays - Lanyards,Alberetto di velaccino - Paterazzi fissi - Corridori,Mastelerillo de trinquete - Burdas fijas - Acolladores,24,,1.5,20,12.13,024-ShipOf80Guns.jpg,Standing Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2125,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Stay cabled 4 Strands,Alberetto di velaccino - Straglio a 4 legnoli commesso a cavo,Mastelerillo de trinquete - Estay colchado de 4 cordones,24,,4,28,32.34,024-ShipOf80Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,LH
2126,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Stay - Strapping,Alberetto di velaccino - Straglio - Stroppatura,Mastelerillo de trinquete - Estay - Estrobado,24,,3,1.5,24.26,024-ShipOf80Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2127,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Stay - Tackle,Alberetto di velaccino - Paranco di straglio,Mastelerillo de trinquete - Estay - Aparejo,24,,2,18,16.17,024-ShipOf80Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2128,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Stay - Tackle Strapping,Alberetto di velaccino - Paranco di straglio Stroppatura,Mastelerillo de trinquete - Estay - Estrobado de aparejo,24,,2.5,1.5,20.21,024-ShipOf80Guns.jpg,Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2129,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Flagstaff Stay,Alberetto di velaccino - Straglio dell’asta di bandiera,Mastelerillo de trinquete - Estay del asta de bandera,24,,2,28,16.17,024-ShipOf80Guns.jpg,Flagstaff Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2130,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Flagstaff Stay - Hallyards,Alberetto di velaccino - Straglio dell’asta di bandiera - Drizze,Mastelerillo de trinquete - Estay del asta de bandera - Drizas,24,,1.5,68,12.13,024-ShipOf80Guns.jpg,Flagstaff Stay,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2131,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Tye,Alberetto di velaccino - Mante,Mastelerillo de trinquete - Amante,24,,3.5,15,28.3,024-ShipOf80Guns.jpg,Tye,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2132,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Tye - Hallyard,Alberetto di velaccino - Mante - Drizza,Mastelerillo de trinquete - Amante - Driza,24,,2,29,16.17,024-ShipOf80Guns.jpg,Tye,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2133,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Tye - Hallyard Strapping,Alberetto di velaccino - Mante - Stroppatura della drizza,Mastelerillo de trinquete - Amante - Estrobado de driza,24,,2.5,1.5,20.21,024-ShipOf80Guns.jpg,Tye,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2134,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Horses,Alberetto di velaccino - Marciapiedi,Mastelerillo de trinquete - Marchapiés,24,,2,8,16.17,024-ShipOf80Guns.jpg,Horses,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2135,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Braces,Alberetto di velaccino - Bracci,Mastelerillo de trinquete - Brazas,24,2,2,104,16.17,024-ShipOf80Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2136,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Braces - Pendants,Alberetto di velaccino - Bracci - Pendenti,Mastelerillo de trinquete - Brazas - Pendientes,24,2,2.5,10,20.21,024-ShipOf80Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2137,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Braces - Strapping,Alberetto di velaccino - Bracci - Stroppatura,Mastelerillo de trinquete - Brazas - Estrobado,24,,2,4,16.17,024-ShipOf80Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2138,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Lifts single,Alberetto di velaccino - Amantigli semplici,Mastelerillo de trinquete - Amantillos sencillos,24,,2.5,56,20.21,024-ShipOf80Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2139,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Lifts - Strapping,Alberetto di velaccino - Amantigli - Stroppatura,Mastelerillo de trinquete - Amantillos - Estrobado,24,,2.5,1.5,20.21,024-ShipOf80Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
2140,80 guns,FORE-TOP-GAL. MAST,Fore topgallant mast - Parrel Ropes,Alberetto di velaccino - Cavi della trozza,Mastelerillo de trinquete - Bastardos de racamento,24,2,2,5,16.17,024-ShipOf80Guns.jpg,Parrel Ropes,,Riletto direttamente dalla scansione Steel; nessuna stima.,1615,1615,RH
